,title,rate,description
33,디지몬 어드벤처 라스트 에볼루션 : 인연,9.5,디지몬 어드벤처 주년 기념 극장판 우리 끈끈 인연 보여주다 대학생 이치 다른 선택 받다 아이 모두 각자 자리 에서 마다의 살아가다 있다 그렇다 어느 세계 선택 받다 아이 에게 의문 사건 일어나다 시작 에오스 이라 불리다 디지몬 원인 있다 되다 이치 일동 에오스 제압 하다 하지만 이내 아구몬 비롯 디지몬 진화 문제 발생 하다 세상 이변 에서 다시 하다 친구 하다 있다
34,플루크,9.5,오랜 친구 이자 업자 토마스 매튜 모딘 오다 제프 에릭 스톨 늘다 사업 대한 견해 차이 다투다 시골 에서 위험하다 레이스 펼치다 타다 트럭 충돌 하다 타다 죽다 말다 그러나 타다 강아지 환생하다 거리 떠돌다 거지 여인 벨라 콜린 윌콕스 팩톤 에게 발견 되다 이전 까지 비참하다 생활 해오다 그녀 에게 행운 이라는 의미 플루 크다 이름 지다 함께 산다 하지만 벨라 죽다 혼자 되다 플루 크다 배짱 좋다 노련하다 람보 사무엘 잭슨 만나다 살아가다 배우다 되다
35,원더,9.5,누구 보다 위트 있다 호기심 많다 매력 부자 어기 제이콥 트렘블 레이 하지만 다른 외모 태어나다 어기 늘다 모두 좋아하다 크리스마스 대신 얼굴 감추다 있다 할로윈 좋아하다 살이 되다 아들 에게 크다 세상 보여주다 싶다 엄마 이사벨 줄리아 로버츠 아빠 오웬 윌슨 늘다 어기 학교 보내다 준비 하다 동생 에게 모든 양보 해오다 누구 보다 사랑 하다 누나 비아 어기 첫걸음 응원 해주다 그렇게 가족 세상 전부 이다 어기 늘다 처음 으로 헬멧 벗다 낯선 세상 용감하다 내딛다 첫날 부터 남다르다 외모 화제 주인공 되다 사람 시선 크다 상처 받다 그러나 어기 늘다 번의 성형 수술 견디다 내다 긍정 성격 으로 다시 한번 용기 내다 주변 사람 하나 변하다 시작 하다
36,베일리 어게인,9.5,귀엽다 소년 이든 단짝 반려견 일리 늘다 행복하다 마감 하다 하지만 떠보다 다시 시작 되다 견생 회차 아니다 회차 경찰견 엘리 에서 찰떡 같이 마음 알아주다 소울메이트 티노 까지 다시 태어나다 마다 성별 생김새 직업 이름 바뀌다 여전하다 영혼 만은 사랑 충만 애교 충만 주인 바라다 일리 어느덧다 견생 회차 방랑견 되어다 떠돌다 일리 늘다 마침내 자신 돌아오다 진짜 이유 깨닫다 어딘가 달려가다 시작 하다
37,부활,9.5,이태석 신부 아프리카 톤즈 뿌리다 사랑 씨앗 으로 피다 이야기 울다 톤즈 후속 영화 부활 아프리카 수단 에서 헌신 하다 마흔 여덟 젊다 나이 세상 떠나다 이태석 신부 십년 사랑 으로 자라다 제자 찾다 나서다 의사 약사 공무원 의대 다니다 제자 여명 놀랍다 모두 이태석 신부 살아가다 있다 주민 신부 돌아오다 기쁘다 하다 십만 킬로미터 대장정 간의 추적 인간 인간 에게 되어다 주다 감동 공개
38,공룡시대,9.5,아주 멀다 옛날 공룡 살기 아주 어려워지다 모두 행복하다 있다 아름답다 낙원 계곡 찾다 떠나다 낙원 계곡 찾다 여행 멀다 험하다 없다 모두 지치다 대로 지치다 한시 않다 부지런하다 가다가 아기 공룡 낳다 동안 잠깐 되다 갑자기 거대하다 지진 일어나다 흔들다 가르다 말다 어느 마음속 에서 들려오다 엄마 소리 느끼다 계곡 찾다 리틀 함께 찾다 떠나다 친구 만나다 여행 시작
39,나의 노래는 멀리멀리,9.5,깔끔하다 섬세하다 연주가 장기 풋내기 기타리스트 김지희 기타 자다 치다 말고는 다른 없다 스물 소녀 지만 감정 표현 서툴다 연주가 제자리 조금 고민 이다 무대 에서는 기타 일상 에서는 엄마 숨다 지희 어느 불쑥 자신 노래 만들다 싶다 목소리 내다 마음 깊다 오래오래 간직 하다 소녀 희망 멀리 멀리 하고프다 풋내기 기타리스트 노래 시작 되다
40,아일라,9.5,한국 전쟁 파병 되다 슐레이 칠흑 같다 어둠 홀로 남겨지다 소녀 발견 하다 전쟁 부모 잃다 충격 잃다 소녀 슐레이 소녀 에게 터키어 이라는 이르다 라는 이름 지다 함께 부대 하다 서로 에게 무엇 과도 바꾸다 없다 가장 소중하다 존재 되다 사람 그러나 행복 잠시 슐레이 종전 함께 고국 으로 돌아가다 명령 받다 되다 이르다 까지 지키다 위해 모두 반대 자신 선택 감행 하다 되다 세계 감동 시키다 위대하다 이야기 찾아오다
41,장마,9.5,북한 에서 북송 재일교포 아들 태어나다 굶주림 인권 탄압 시달리다 자유 찾다 대한민국 으로 탈북 북송 재일교포 세인 시민사회 운동 이은택 탈북 과정 탈북 스토리 좌충우돌 대한민국 정착 북한 인권 운동 가다 시민사회 운동 가로 변신 하다 우여곡절 담다 다큐멘터리 이다
42,2-1=4,9.5,오다 살인 결혼 앞두다 있다 고등학교 어머니 여의고 아버지 살아오다 자신 결혼 혼자 남다 되다 아버지 걱정 이다 아니다 다르다 집안일 서툴다 모습 보이다 아버지 아버지 의치 않다 하다 식사 부터 집안일 까지 걱정 되다 사실 이다 아버지 이남수 늘다 결혼 허전하다 허탈하다 하다 부인 먼저 보내다 오랜 시간 지내다 빈자리 감당 하다 힘들다 에서는 애쓰다 태연하다 하지만 행동 사이사이 아쉬움 묻다 나다 혼자 남겨지다 아버지 걱정 하다 결혼 하다 마음속 에서 보내다 하다 아버지 이야기
43,극장판 바이올렛 에버가든,9.5,친애하다 길베르트 소령 오늘 당신 떠올리다 말다 무엇 보다 무엇 하든 당신 떠오르다 시간 지나다 당신 보내다 기억 선명하다 되다 살아나다 당신 두다 아무 모르다 살아가다 방법 가르치다 주다 처음 으로 사랑 이라는 감정 알다 그래서 이렇게 편지 쓰다 되다 언젠가 편지 당신 에게 닿다 바라다
44,"안녕, 미누",9.5,고향 뒷산 히말라야 모르다 목포 눈물 애창 사람 밉다 스무 한국 오다 식당 부터 봉제 공장 재단 밴드 보컬 까지 한국 누구 보다 사랑 하다 청춘 바치다 강제 추방 당하다 네팔 돌아가다 어엿하다 사업가 성장 하고도 한국 사무치다 그리다 그렇다 밉다 누르다 위해 밴드 멤버 네팔 날아오다 함께 무대 서다 에는 눈물 맺다 마이크 잡다 장갑 한없이 떨리다 밉다 같다 공연 끝나다 밉다 이제 죽다 좋다 라며 환하다 웃다
45,더 박스,9.5,자신 가슴속 에서 작다 상자 꺼내다 관중 에게 보여주다 하지만 관중 상자 있다 벌겋다 벗다 남성 보고 비웃다 시작 결국 슬프다 벌겋다 벗다 남성 다시 상자 집어넣다 고민 하다 상자 치장 하다 되다 자신 치장 되다 상자 보다 좋아하다 되다 하지만 보다 더욱 크다 무늬 예쁘다 상자 보다 되다 상자 부러워하다 더욱더 크다 상자 만들기 시작 연출 의도 사람 마다 각자 하다 작다 비밀 있다 어느 순간 누군가 에게 자신 들다 있다 이다 그리고 몇몇 소심하다 사람 자신 받아들이다 하다 이라고 미리 부터 먹다 결정 지다 있다 그래서 결국 자기 자신 에게 크다 상처 주다 모든 약하다 모습 감추다 위해 겉모습 치중 하다 경우 많다 박스 이렇다 대해 하다 생각 하다 보다 의미 에서 기획 하다 되어다
46,극장판 짱구는 못말려 10기 - 태풍을 부르는 장엄한 전설의 결투,9.5,어느 짱구 가족 동시 사극 에서 보다 아름답다 여성 나오다 꾸다 다음 짱구 유치원 에서 돌아오다 흰둥이 마당 파헤치다 놓다 사건 발생 하다 구덩이 에서 나오다 문서 서툴다 글씨 자기 떡잎 있다 내용 적히다 있다 문서 읽다 나가다 짱구 굉장하다 아름답다 아가씨 있다 내용 에서 지난 회상 하다 문득 정신 차려 보다 에서 보다 호숫가 서다 있다 아니다
47,당갈,9.5,전직 레슬링 서다 마하 비르 포갓 아미르 아버지 반대 금메달 이루다 레슬링 포기 하다 아들 통해 이루다 생각 내리다 태어나다 좌절 되다 그렇다 어느 또래 남자 아이 신나다 때리다 모습 에서 잠재력 발견 하고 레슬링 특훈 돌입 하다 사람 따갑다 시선 조롱 에도 불구 하고 첫째 기타 파티마 사나 셰이크 오다 둘째 바비 산야 말호트 늘다 아버지 훈련 재능 발휘 승승장구 승리 거두다 국가대표 레슬러로 까지 성장하다 마침내 국제 대회 출전 하다
48,나는보리,9.5,마을 살다 열한 소녀 보리 가족 유일하다 들다 있다 초등학생 되다 보리 말로 하다 대화 점점 익숙해지다 수어 소통 하다 가족 사이 에서 외로움 느끼다 되다 소리 잃다 싶다 아이 보리 특별하다 소원 시작 되다
49,버블 패밀리,9.5,순식간 고층 건물 올라가다 년대 소규모 건설업 소위 장사 하다 부모님 도시 개발 타고 중산층 대열 합류 하다 하지만 외환위기 이후 모든 거품 처럼 사라지다 하다 터뜨리다 재기 하다 부모님 째다 월세 에서 탈출 하다 하고 대책 없다 부모님 미우다 떠나다 순식간 터전 사라지다 년대 어느 새다 월세 살다 내다 부모님 월세 원룸 으로 재건축 되다 예정 이라는 소식 전해지다 노심초사 하다 나오다 달리 부모님 기약 없다 보이다 부동산 투자 에만 관심 보이다 거품 꺼지다 결코 지지 않다 욕망 도시 서울 잠실 아파트 왕국 에서 무너지다 월세 까지 마가 식구 롤러코스터 같다 주기 펼쳐지다
50,원피스 극장판 4기 - 데드 엔드의 모험,9.5,해적 하다 자리 모이다 벌이다 죽음 레이스 데드엔드 그린 극장판 작품 항구 한니발 에서 해적 경쟁 하다 레이스 데드엔드 가다 린다 루피 일행 참가 신청서 내지 아무래도 유력하다 우승 후보자 전직 해군 가스 바데 장군 이다 생명 은인 비에라 목숨 하다 위해 나다 마는 필사 노력 하지만 주인 가스 바데 장군 해적 이고 현상금 으로 구하라 이야기 해주다 절대 도와주다 않다 마침내 규칙 없다 대망 레이스 시작 되다 루피 일행 악조건 날씨 에서 레이스 펼치다 잠시 휴식 취하 사이 나다 마가 루피 일행 덮다 실패 돌아가다 절벽 으로 둘러싸이다 해협 에서 해군 갑작스럽다 습격 받다 없다 빠져들다 되다
51,나는보리(가치봄영화:시청각장애인용),9.5,마을 살다 열한 소녀 보리 가족 유일하다 들다 있다 초등학생 되다 보리 말로 하다 대화 점점 익숙해지다 수어 소통 하다 가족 사이 에서 외로움 느끼다 되다 소리 잃다 싶다 아이 보리 특별하다 소원 시작 되다
52,애니,9.5,황기 뉴욕 시립 아동 보호 억만장자 벅스 알버트 피다 여비 그레이스 레인 가다 찾아오다 크리스마스 휴가 기간 동안 벅스 함께 지내다 아이 찾다 고아 애니 발견 하다 벅스 애니 맑다 건강하다 모습 애정 들다 양녀 입양 하다 애니 부모 그립다 거절 하다 벅스 애니 부모 찾다 위해 현상금 걸다 캠페인 벌리다 가짜 부모 수없이 나타나다 고아원 원장 동생 애인 동원 가짜 증명서 만들다 애니 찾아가다 허다 가짜 밝혀지다 애니 구출 하다 하다 고아원 꼬마 벅스 가족 연방 본부 까지 동원 하다 애니 찾아내다 이르다 애니 벅스 양녀 입양 되다 파티 하다 크리스마스 깊다 간다
53,썸머 스토리,9.5,영국 정통 멜로 드라마 영국 전원 아름답다 여름 풍경 배경 으로 도시 엘리트 청년 시골 처녀 과의 슬프다 사랑 이야기 그림 처럼 펼쳐지다 런던 젊다 변호사 프랭크 여름 휴가 떠나다 발목 부상 으로 다트 모으다 시골 농가 에서 치료 받다 되다 에서 만난 약혼자 있다 순진하다 처녀 사랑 빠지다 프랭크 런던 으로 가다 그녀 결혼 하다 결심 하다 그러나 시내 배회 하다 만난 중학 동창 의하다 그녀 여동생 스텔라 소개 받다 비교 하다 되다 결국 버리다 스텔라 결혼 프랭크 지난 다시 지나치다 되다 다트 모으다 지방 에서 자신 아기 낳다 숨지다 이야기 듣다 되다 자책 에서 자신 아들 프란시스 만난 프랭크 씁쓸하다 기분 으로 기억 젖다
54,은행털이와 아빠와 나,9.5,은행강도 에서 알아주다 루카 제라드 드빠르듀 늘다 마치 나오다 이제야 말로 새롭다 마음 으로 다짐 하다 그리고 시민 으로서 단순하다 통장 만들기 위해 은행 간다 그런데 갑자기 서툴다 은행 강도짓 해보다 삐뇽 에르 리샤드 은행 뛰어들다 오다 경찰 은행 포위 하다 당황 삐뇽 떨리다 총구 루카 에게 들이다 대다 으로 나가다 루카 인질 믿다 않다 경찰 다시 은행 이를 시작 로만 총격 가하다 간신히 도망치다 루카 삐뇽 친구 에게서 치료 받다
55,포드 V 페라리(부가영상 제공),9.5,년대 매출 감소 빠지다 포드 늘다 판매 찾기 위해 스포츠카 레이스 장악 절대 페라리 와의 인수 합병 추진 막대 자금 에도 불구 계약 실패하다 엔초 페라리 로부터 모욕 까지 당한 헨리 포드 세다 르망 시간 레이스 에서 페라리 박살 만들다 지시 불가능 즐기다 남자 주목 세계 대다 자동차 레이싱 회이자 지옥 레이스 불리다 르망 시간 레이스 출전 경험 조차 없다 포드 늘다 대회 연패 차지 페라리 대항 하다 위해 르망 레이스 우승자 출신 자동차 디자이너 캐롤 셸비 데이먼 고용 하고 누구 와도 타협 하다 않다 열정 실력 만큼은 최고 레이서 마일 크리스찬 베일 자신 파트너 포드 영진 멋대로 마일 눈엣가시 처럼 여기 자신 입맛 맞추다 레이스 펼치다 기르다 강요 하다 사람 어떻다 간섭 에도 하다 않다 불가능 뛰어넘다 질주 시작 하다 어떻다 각본 보다 놀랍다 실화 펼쳐지다
56,소나기,9.5,개다 소녀 보다 서울 전학 윤초 증손녀 이라는 되다 친하다 장난 스럽게 접근 하지만 당황 스럽게 그러나 보이지 않다 계속 되다 마음 허전하다 갖다 그렇다 어느 으로 단풍 구경 가다 소나기 만나다 원두막 에서 소나기 다음 무사하다 돌아오다 소나기 맞다 열병 앓다 되다 나은 개다 이를 만나다 그리고 읍내 간다 사실 알리다 그날 덕쇠 영감 호두 따다 에게 려고 개울 가로 달다 가지 이의 모습 보이지 않다 어느 다녀오다 아버지 이의 죽음 알리다 잠결 소리 들다 소리 죽이다 울음 삼키다
57,레이디와 트램프(패키지상품 : 더빙판 추가증정),9.5,마치 웨스트 사이드 스토리 연상 시키다 스토리 구성 특히 방견 구치소 에서 불다 늘다 명곡 이라 하다 부잣집 살다 크다 슈파니 숙녀 늘다 찻길 에서 살다 건달 사랑 빠지다 주인 여행 동안 보다 아줌마 데려오다 고양이 예쁘다 숙녀 애완동물 가게 맡기다 버리다 에서 탈출 숙녀 다시 건달 만나다 잡히다 으로 돌아오다 묶이다 지내다 숙녀 묶이다 아기 노리 나타나다 세상 에서 고도 하다 없다 일이 하다 가지 있다 바로 꼬리치다 하다 일이 빌다 링스 영화 이야기 따라서 모든 에게 영화 바치다 어여쁘다 강아지 레이디 주인 아저씨 아줌마 사랑 행복하다 자라 요조숙녀 되어다 그러나 아기 태어나다 주인 부부 여행 떠나다 사이 이모 돌보다 되다 레이디 금방 천덕 꾸러기 되다 재갈 물리다 고통 당하다 도망치다 거리 강아지 트램프 만나다 사랑 하다 사이 되다 하지만 용소 갇히다 기도 하다 천신만고 으로 돌아오다 레이디 트램프 함께 들쥐 로부터 아기 구한 동안 모든 오해 풀다 트램프 결혼 하다 되다 레이디 트램프 에게 예쁘다 아기 강아지 마리 태어나다 모두 행복하다 하다
58,몽마르트 파파,9.5,중학교 미술 교사 평생 살아오다 아버지 어느 정년 임의 시간 다가오다 문득 아버지 정년 퇴임 이후 궁금하다 아들 질문 하다 되다 아버지 으로 하다 예요 계획 있다 놀라다 아버지 계획 파리 몽마르트 언덕 에서 그림 그리다 오랫동안 꿈꾸다 아버지 실현 하다 위해 파리 하다 되다 하다 하다 그림 쌓이다 몽마르트 언덕 하다 명의 화가 되다 아버지 아버지 지금 기분 어떻다 하다 하나 끝내다 당신 무엇 이다 오래되다 현실
59,쇼생크 탈출,9.5,촉망 받다 은행 간부 앤디 듀프레 로빈슨 아내 그녀 정부 살해 하다 누명 쓴다 주변 증언 살해 현장 그럴듯하다 증거 종신형 선고 받다 악질 수용 한다는 지옥 같다 교도소 쇼생 크다 하다 인간 말종 쓰레기 모이다 에서 이루 하다 없다 억압 짐승 보다 취급 당하다 무식하다 간수 잘못 보이다 개죽음 당하다 십상 이고 악질 동료 죄수 에겐 강간 까지 당하다 그렇다 어느 간수 세금 면제 받다 해주다 덕분 일약 교도소 비공식 회계사 하다 되다 해마다 간수 소장 세금 면제 받다 주다 재정 상담 까지 주다 정부 에서 교도소 도서관 자금 지원 받다 위해 하다 주도 빠지다 없이 편지 쓰다 마침내 상당하다 지원 받다 최신 도서관 꾸미다 와중 교도소 소장 죄수 이리저리 부리면 검다 긁다 모으다 앤디 이돈 세탁 하다 불다 관리 하다 어느 교도소 토미 로우스 라는 신참 내기 들어오다 앤디 사람 으로 만들기 위해 최선 노력 아끼다 않다 레드 모간 프리 멀다 에게 앤디 아내 아내 정부 살해 하다 들다 토미 뭔가 지다 있다 앤디 레드 있다 에서 토미 진짜 살인 대해 증언 하고 앤디 얘기 소장 에게 하다 결백 주장 하다 소장 이르다 묵살 하다 앤디 결백 알려지다 자신 처지 곤란하다 직감 소장 토미 무참 죽이다 버리다 독방 에서 토미 죽음 전해 앤디 절망 몸부림 치고 드디어 뭔가 결심 하다 친구 레드 에게 희미하다 암시 남기다 차근차근 준비 해오다 탈옥 감행 하고 천신만고 탈출 성공하다 소장 관리 하다 만들다 가명 계좌 에서 부정 축재 되다 모든 찾다 교도소 비리 낱낱이 폭로 서류 신문사 보내다 살인 간수 구속 소장 자살 이제 자유 라는 희망 가슴 품다 태평양 으로 하다 이제 복역 마치 가석방 되다 레드 사회 에서 느끼다 무력감 이기다 죽음 하다 앤디 와의 약속 지키다 위해 만의 장소 찾아보다 에서 발견 앤디 쓸다 희망 메시지 친구 만날 있다 희망 안다 태평양 으로 하고 드디어 극적 재회 하다
